datetime,o,h,l,c,time,date
2018/5/10 11:30,10758.91,10760.14,10753.3,10755.4,11:30:00,2018/5/10
2018/5/10 12:00,10741.15,10750.5,10740.08,10750.5,12:00:00,2018/5/10
2018/5/10 12:30,10754.26,10756.17,10750.03,10753.83,12:30:00,2018/5/10
2018/5/10 13:00,10765.06,10769.2,10757.82,10767.44,13:00:00,2018/5/10
2018/5/10 13:30,10760.21,10760.21,10760.21,10760.21,13:30:00,2018/5/10
2018/5/11 09:00,10808.4,10833.22,10808.4,10831.47,09:00:00,2018/5/11
2018/5/11 09:30,10835.62,10839.72,10830.05,10838.8,09:30:00,2018/5/11
2018/5/11 10:00,10856.57,10859.86,10854.39,10859.86,10:00:00,2018/5/11
2018/5/11 10:30,10861.17,10862.47,10857.32,10861.79,10:30:00,2018/5/11
2018/5/11 11:00,10856.92,10859.88,10853.61,10855.13,11:00:00,2018/5/11
2018/5/11 11:30,10864.2,10865.84,10858.73,10860.62,11:30:00,2018/5/11
2018/5/11 12:00,10853.19,10853.3,10849.27,10849.65,12:00:00,2018/5/11
2018/5/11 12:30,10854.11,10855.54,10847.91,10850.37,12:30:00,2018/5/11
2018/5/11 13:00,10859.78,10862.61,10856.39,10856.39,13:00:00,2018/5/11
2018/5/11 13:30,10858.98,10858.98,10858.98,10858.98,13:30:00,2018/5/11
2018/5/14 09:00,10938.3,10953.74,10938.3,10950,09:00:00,2018/5/14
2018/5/14 09:30,10917.88,10917.88,10913.61,10917.32,09:30:00,2018/5/14
2018/5/14 10:00,10935.26,10937.74,10930.32,10937.74,10:00:00,2018/5/14
2018/5/14 10:30,10936.6,10941.32,10933.82,10937.23,10:30:00,2018/5/14
2018/5/14 11:00,10946.69,10946.69,10943,10943.17,11:00:00,2018/5/14
2018/5/14 11:30,10954.78,10955.24,10947.6,10952.62,11:30:00,2018/5/14
2018/5/14 12:00,10959.42,10960.39,10953.27,10953.27,12:00:00,2018/5/14
2018/5/14 12:30,10962.38,10962.38,10955.54,10958.01,12:30:00,2018/5/14
2018/5/14 13:00,10960.77,10967.31,10959.97,10960.49,13:00:00,2018/5/14
2018/5/14 13:30,10952.39,10952.39,10952.39,10952.39,13:30:00,2018/5/14
2018/5/15 09:00,10965.08,10978.36,10965.08,10977.97,09:00:00,2018/5/15
2018/5/15 09:30,10962.62,10962.66,10955.22,10955.22,09:30:00,2018/5/15
2018/5/15 10:00,10919.89,10924.93,10916.25,10917.57,10:00:00,2018/5/15
2018/5/15 10:30,10921.2,10924.6,10916.38,10918.32,10:30:00,2018/5/15
2018/5/15 11:00,10925.81,10929.12,10923.78,10925.38,11:00:00,2018/5/15
2018/5/15 11:30,10900.58,10903.22,10897.33,10899.74,11:30:00,2018/5/15
2018/5/15 12:00,10906.04,10907.59,10900.52,10902.26,12:00:00,2018/5/15
2018/5/15 12:30,10907.24,10910.72,10902.77,10906.53,12:30:00,2018/5/15
2018/5/15 13:00,10905.47,10905.47,10896.84,10898.74,13:00:00,2018/5/15
2018/5/15 13:30,10874.73,10874.73,10874.73,10874.73,13:30:00,2018/5/15
2018/5/16 09:00,10873.54,10880.17,10873.54,10876.19,09:00:00,2018/5/16
2018/5/16 09:30,10911.32,10914.88,10907.31,10908.78,09:30:00,2018/5/16
2018/5/16 10:00,10884.64,10889.07,10880.84,10882.7,10:00:00,2018/5/16
2018/5/16 10:30,10875.76,10882.92,10875.76,10882.36,10:30:00,2018/5/16
2018/5/16 11:00,10887.52,10890.64,10885.69,10887.53,11:00:00,2018/5/16
2018/5/16 11:30,10886.53,10886.53,10880.35,10882.95,11:30:00,2018/5/16
2018/5/16 12:00,10885.39,10890.01,10881.27,10881.27,12:00:00,2018/5/16
2018/5/16 12:30,10888.21,10889.26,10886.55,10886.55,12:30:00,2018/5/16
2018/5/16 13:00,10883.54,10883.54,10874,10875.49,13:00:00,2018/5/16
2018/5/16 13:30,10897.57,10897.57,10897.57,10897.57,13:30:00,2018/5/16
2018/5/17 09:00,10911.74,10938.63,10911.74,10935.96,09:00:00,2018/5/17
2018/5/17 09:30,10904.58,10904.79,10901.46,10902.78,09:30:00,2018/5/17
2018/5/17 10:00,10879.78,10884.46,10877.41,10877.41,10:00:00,2018/5/17
2018/5/17 10:30,10872.92,10874.56,10866.45,10872.04,10:30:00,2018/5/17
2018/5/17 11:00,10862.02,10863.2,10855.82,10857,11:00:00,2018/5/17
2018/5/17 11:30,10882.12,10884.79,10878.5,10880.77,11:30:00,2018/5/17
2018/5/17 12:00,10879.28,10880.78,10876.73,10878.69,12:00:00,2018/5/17
2018/5/17 12:30,10876.45,10878.81,10873.83,10875.25,12:30:00,2018/5/17
2018/5/17 13:00,10878.21,10882.85,10876.47,10880.84,13:00:00,2018/5/17
2018/5/17 13:30,10833.81,10833.81,10833.81,10833.81,13:30:00,2018/5/17
2018/5/18 09:00,10844.09,10870.86,10844.09,10870.86,09:00:00,2018/5/18
2018/5/18 09:30,10860.1,10861.86,10852.99,10861.86,09:30:00,2018/5/18
2018/5/18 10:00,10839.88,10844.52,10837.49,10840.77,10:00:00,2018/5/18
2018/5/18 10:30,10821.2,10825.51,10820.1,10823.1,10:30:00,2018/5/18
2018/5/18 11:00,10842.95,10849.14,10842.65,10844.45,11:00:00,2018/5/18
2018/5/18 11:30,10858.1,10863.92,10857.54,10860.48,11:30:00,2018/5/18
2018/5/18 12:00,10843.87,10849.37,10843.35,10843.98,12:00:00,2018/5/18
2018/5/18 12:30,10834.83,10839.35,10833.38,10834.68,12:30:00,2018/5/18
2018/5/18 13:00,10829.07,10829.75,10822.87,10823.78,13:00:00,2018/5/18
2018/5/18 13:30,10830.84,10830.84,10830.84,10830.84,13:30:00,2018/5/18
2018/5/21 09:00,10861.66,10891.93,10861.66,10891.83,09:00:00,2018/5/21
2018/5/21 09:30,10939.8,10942.29,10935.85,10935.85,09:30:00,2018/5/21
2018/5/21 10:00,10946.33,10949.26,10946.33,10949.26,10:00:00,2018/5/21
2018/5/21 10:30,10964.46,10969.94,10963.57,10966.52,10:30:00,2018/5/21
2018/5/21 11:00,10955.8,10960.52,10953.4,10953.4,11:00:00,2018/5/21
2018/5/21 11:30,10955.81,10962.3,10955.81,10962.3,11:30:00,2018/5/21
2018/5/21 12:00,10967.35,10968.46,10962.29,10963.49,12:00:00,2018/5/21
2018/5/21 12:30,10969.3,10970.52,10963.28,10965.64,12:30:00,2018/5/21
2018/5/21 13:00,10969.17,10975.87,10969.17,10972.16,13:00:00,2018/5/21
2018/5/21 13:30,10966.2,10966.2,10966.2,10966.2,13:30:00,2018/5/21
2018/5/22 09:00,10986.77,11011.84,10986.77,11011.84,09:00:00,2018/5/22
2018/5/22 09:30,11003.26,11007.57,11001.21,11007.57,09:30:00,2018/5/22
2018/5/22 10:00,10990.79,10991.6,10985.19,10985.19,10:00:00,2018/5/22
2018/5/22 10:30,10978.17,10986.96,10978.17,10981.74,10:30:00,2018/5/22
2018/5/22 11:00,10990.96,10996.64,10989.77,10992.15,11:00:00,2018/5/22
2018/5/22 11:30,10980.93,10981.26,10974.85,10974.85,11:30:00,2018/5/22
2018/5/22 12:00,10957.21,10963.85,10956.83,10963.51,12:00:00,2018/5/22
2018/5/22 12:30,10959.39,10960.69,10952.5,10960.69,12:30:00,2018/5/22
2018/5/22 13:00,10953.75,10960.8,10952.74,10958.67,13:00:00,2018/5/22
2018/5/22 13:30,10938.73,10938.73,10938.73,10938.73,13:30:00,2018/5/22
2018/5/23 09:00,10974.52,10991.86,10974.52,10987.95,09:00:00,2018/5/23
2018/5/23 09:30,10960.24,10960.47,10956.65,10957.42,09:30:00,2018/5/23
2018/5/23 10:00,10957.56,10962.32,10955.82,10962.32,10:00:00,2018/5/23
2018/5/23 10:30,10940.93,10944.46,10936.42,10941.47,10:30:00,2018/5/23
2018/5/23 11:00,10927.33,10931.16,10922.63,10929.35,11:00:00,2018/5/23
2018/5/23 11:30,10905.33,10905.33,10897.38,10902.82,11:30:00,2018/5/23
2018/5/23 12:00,10887.2,10895.34,10887.2,10889.03,12:00:00,2018/5/23
2018/5/23 12:30,10910.84,10911.29,10904.01,10911.29,12:30:00,2018/5/23
2018/5/23 13:00,10923.38,10927.99,10922.33,10927.85,13:00:00,2018/5/23
2018/5/23 13:30,10886.18,10886.18,10886.18,10886.18,13:30:00,2018/5/23
2018/5/24 09:00,10910.61,10934.91,10910.61,10933.13,09:00:00,2018/5/24
2018/5/24 09:30,10929.41,10929.41,10918.94,10918.94,09:30:00,2018/5/24
2018/5/24 10:00,10898.65,10906.78,10897.5,10905.02,10:00:00,2018/5/24
2018/5/24 10:30,10920.79,10924.13,10920.79,10924.13,10:30:00,2018/5/24
2018/5/24 11:00,10931.01,10931.01,10926.85,10930.33,11:00:00,2018/5/24
2018/5/24 11:30,10937.21,10941.73,10933.87,10939.44,11:30:00,2018/5/24
2018/5/24 12:00,10926.34,10931.19,10926.05,10928.96,12:00:00,2018/5/24
2018/5/24 12:30,10930.48,10931.89,10929.41,10931.51,12:30:00,2018/5/24
2018/5/24 13:00,10931.07,10931.07,10921.26,10926.16,13:00:00,2018/5/24
2018/5/24 13:30,10936.93,10936.93,10936.93,10936.93,13:30:00,2018/5/24
2018/5/25 09:00,10946.62,10948.69,10940.78,10946.32,09:00:00,2018/5/25
2018/5/25 09:30,10937.96,10943.27,10937.58,10942.5,09:30:00,2018/5/25
2018/5/25 10:00,10946.45,10951.8,10943.07,10944.13,10:00:00,2018/5/25
2018/5/25 10:30,10968.43,10972.39,10965.62,10970.35,10:30:00,2018/5/25
2018/5/25 11:00,10964.53,10966.03,10963.29,10964.64,11:00:00,2018/5/25
2018/5/25 11:30,10961.14,10961.59,10953.94,10960.59,11:30:00,2018/5/25
2018/5/25 12:00,10975.48,10976.23,10974.4,10975.34,12:00:00,2018/5/25
2018/5/25 12:30,10954.42,10957.26,10951.68,10957.26,12:30:00,2018/5/25
2018/5/25 13:00,10945.65,10949.1,10942.68,10942.68,13:00:00,2018/5/25
2018/5/25 13:30,10942.3,10942.3,10942.3,10942.3,13:30:00,2018/5/25
2018/5/28 09:00,10976.49,10997.31,10976.49,10997.31,09:00:00,2018/5/28
2018/5/28 09:30,10977.39,10977.39,10971.08,10971.08,09:30:00,2018/5/28
2018/5/28 10:00,10980.44,10985.62,10980.01,10985.27,10:00:00,2018/5/28
2018/5/28 10:30,10985.14,10985.14,10978.17,10983.43,10:30:00,2018/5/28
2018/5/28 11:00,10977.25,10981.88,10974.6,10974.6,11:00:00,2018/5/28
2018/5/28 11:30,10988.74,10992.06,10986.53,10987.31,11:30:00,2018/5/28
2018/5/28 12:00,10977.29,10983.56,10977.29,10977.53,12:00:00,2018/5/28
2018/5/28 12:30,10980.33,10987,10980.02,10986.27,12:30:00,2018/5/28
2018/5/28 13:00,10983.55,10991.34,10982.63,10988.25,13:00:00,2018/5/28
2018/5/28 13:30,10987.77,10987.77,10987.77,10987.77,13:30:00,2018/5/28
2018/5/29 09:00,10979.68,10986.53,10977.16,10978.92,09:00:00,2018/5/29
2018/5/29 09:30,10954.13,10960.19,10954.13,10960.19,09:30:00,2018/5/29
2018/5/29 10:00,10976.41,10976.41,10970.38,10975.52,10:00:00,2018/5/29
2018/5/29 10:30,10960.94,10966.59,10955.04,10959.78,10:30:00,2018/5/29
2018/5/29 11:00,10954.43,10960.59,10952.08,10960.59,11:00:00,2018/5/29
2018/5/29 11:30,10938.48,10940.86,10937.58,10938.42,11:30:00,2018/5/29
2018/5/29 12:00,10937.19,10946.96,10937.19,10941.31,12:00:00,2018/5/29
2018/5/29 12:30,10945.79,10945.79,10940.5,10944.54,12:30:00,2018/5/29
2018/5/29 13:00,10954.75,10959.32,10950.2,10951.61,13:00:00,2018/5/29
2018/5/29 13:30,10964.12,10964.12,10964.12,10964.12,13:30:00,2018/5/29
2018/5/30 09:00,10925.21,10925.21,10874.33,10878.98,09:00:00,2018/5/30
2018/5/30 09:30,10854.33,10861.15,10851.42,10859.62,09:30:00,2018/5/30
2018/5/30 10:00,10846.65,10855.98,10844.88,10844.88,10:00:00,2018/5/30
2018/5/30 10:30,10814.09,10819,10810.76,10815.79,10:30:00,2018/5/30
2018/5/30 11:00,10804.58,10814.07,10804.58,10813.31,11:00:00,2018/5/30
2018/5/30 11:30,10814.62,10820.36,10814.62,10818.41,11:30:00,2018/5/30
2018/5/30 12:00,10832.35,10832.42,10827.69,10830.28,12:00:00,2018/5/30
2018/5/30 12:30,10832.32,10838.59,10829.22,10837.68,12:30:00,2018/5/30
2018/5/30 13:00,10844.23,10846.51,10838.28,10846.08,13:00:00,2018/5/30
2018/5/30 13:30,10821.17,10821.17,10821.17,10821.17,13:30:00,2018/5/30
2018/5/31 09:00,10856.03,10900.51,10856.03,10899.28,09:00:00,2018/5/31
2018/5/31 09:30,10875.48,10877.21,10872.87,10872.87,09:30:00,2018/5/31
2018/5/31 10:00,10887.28,10889.48,10882.55,10885.03,10:00:00,2018/5/31
2018/5/31 10:30,10875.97,10881.4,10873.68,10877.61,10:30:00,2018/5/31
2018/5/31 11:00,10875.81,10879.61,10872.84,10874.88,11:00:00,2018/5/31
2018/5/31 11:30,10866.2,10872.29,10864.33,10866.16,11:30:00,2018/5/31
2018/5/31 12:00,10861.08,10868.98,10860.85,10862.01,12:00:00,2018/5/31
2018/5/31 12:30,10870.05,10870.05,10863.97,10865.74,12:30:00,2018/5/31
2018/5/31 13:00,10877.48,10879.57,10875.75,10876.46,13:00:00,2018/5/31
2018/5/31 13:30,10874.96,10874.96,10874.96,10874.96,13:30:00,2018/5/31
2018/6/1 09:00,10882.68,10884.94,10878.19,10884.38,09:00:00,2018/6/1
2018/6/1 09:30,10908.54,10910.71,10903.19,10909.08,09:30:00,2018/6/1
2018/6/1 10:00,10915.69,10915.69,10907.64,10909.6,10:00:00,2018/6/1
2018/6/1 10:30,10936.23,10940.16,10932.53,10939.57,10:30:00,2018/6/1
2018/6/1 11:00,10936.78,10940.66,10934.08,10935.54,11:00:00,2018/6/1
2018/6/1 11:30,10932.05,10934.02,10930.14,10934.02,11:30:00,2018/6/1
2018/6/1 12:00,10939.99,10946.04,10939.19,10940.87,12:00:00,2018/6/1
2018/6/1 12:30,10945.28,10945.28,10938.24,10943.67,12:30:00,2018/6/1
2018/6/1 13:00,10942.35,10949.03,10941.81,10946.23,13:00:00,2018/6/1
2018/6/1 13:30,10949.08,10949.08,10949.08,10949.08,13:30:00,2018/6/1
2018/6/4 09:00,11002.15,11025.42,11002.15,11022.4,09:00:00,2018/6/4
2018/6/4 09:30,11045.76,11050.14,11045.76,11049.95,09:30:00,2018/6/4
2018/6/4 10:00,11073.24,11073.24,11064.97,11071.06,10:00:00,2018/6/4
2018/6/4 10:30,11062.45,11062.46,11058.86,11061.85,10:30:00,2018/6/4
2018/6/4 11:00,11074.92,11075.9,11072.78,11074.3,11:00:00,2018/6/4
2018/6/4 11:30,11078.99,11082.93,11078.99,11079.55,11:30:00,2018/6/4
2018/6/4 12:00,11086.75,11088.66,11086.13,11088.58,12:00:00,2018/6/4
2018/6/4 12:30,11086.35,11092.49,11086.35,11089.44,12:30:00,2018/6/4
2018/6/4 13:00,11099.98,11099.98,11089.72,11092.96,13:00:00,2018/6/4
2018/6/4 13:30,11109.5,11109.5,11109.5,11109.5,13:30:00,2018/6/4
2018/6/5 09:00,11130.03,11131.08,11125.6,11125.6,09:00:00,2018/6/5
2018/6/5 09:30,11104.97,11109.34,11102.77,11104.27,09:30:00,2018/6/5
2018/6/5 10:00,11113,11119.25,11113,11114.37,10:00:00,2018/6/5
2018/6/5 10:30,11090.64,11095.67,11087.09,11087.31,10:30:00,2018/6/5
2018/6/5 11:00,11105.81,11105.95,11100.37,11101.02,11:00:00,2018/6/5
2018/6/5 11:30,11101.48,11107.47,11096.5,11106.83,11:30:00,2018/6/5
2018/6/5 12:00,11091.83,11093.71,11087.53,11090.8,12:00:00,2018/6/5
2018/6/5 12:30,11072.51,11078.54,11072.51,11076.55,12:30:00,2018/6/5
2018/6/5 13:00,11076.44,11079.38,11073.44,11074.32,13:00:00,2018/6/5
2018/6/5 13:30,11100.11,11100.11,11100.11,11100.11,13:30:00,2018/6/5
2018/6/6 09:00,11111.14,11131.85,11111.14,11130.28,09:00:00,2018/6/6
2018/6/6 09:30,11138.04,11140.83,11131.6,11140.72,09:30:00,2018/6/6
2018/6/6 10:00,11141.33,11146.58,11140.93,11145.52,10:00:00,2018/6/6
2018/6/6 10:30,11158.94,11160.18,11153.75,11159.44,10:30:00,2018/6/6
2018/6/6 11:00,11170.91,11174.95,11168.39,11173.89,11:00:00,2018/6/6
2018/6/6 11:30,11172.91,11173.84,11171.77,11173.64,11:30:00,2018/6/6
2018/6/6 12:00,11188.31,11189.77,11183.72,11187.61,12:00:00,2018/6/6
2018/6/6 12:30,11184.8,11189.21,11184.8,11188.98,12:30:00,2018/6/6
2018/6/6 13:00,11184.97,11197.62,11184.72,11197.62,13:00:00,2018/6/6
2018/6/6 13:30,11201.83,11201.83,11201.83,11201.83,13:30:00,2018/6/6
2018/6/7 09:00,11228.64,11252.49,11228.64,11249.31,09:00:00,2018/6/7
2018/6/7 09:30,11228.37,11235.23,11227.33,11232.91,09:30:00,2018/6/7
2018/6/7 10:00,11220.29,11220.74,11212.34,11213.88,10:00:00,2018/6/7
2018/6/7 10:30,11206.6,11211.6,11202.11,11207.53,10:30:00,2018/6/7
2018/6/7 11:00,11202.64,11202.64,11195.84,11201.74,11:00:00,2018/6/7
2018/6/7 11:30,11209.63,11214.61,11206.36,11214.61,11:30:00,2018/6/7
2018/6/7 12:00,11199.79,11203.17,11196.99,11199.8,12:00:00,2018/6/7
2018/6/7 12:30,11206.33,11211.53,11205.11,11207.75,12:30:00,2018/6/7
2018/6/7 13:00,11220.45,11228.36,11216.1,11224.74,13:00:00,2018/6/7
2018/6/7 13:30,11251.75,11251.75,11251.75,11251.75,13:30:00,2018/6/7
2018/6/8 09:00,11243.59,11243.59,11228.95,11235.45,09:00:00,2018/6/8
2018/6/8 09:30,11202.14,11207.53,11198.49,11202.72,09:30:00,2018/6/8
2018/6/8 10:00,11190.36,11190.36,11185.82,11187.54,10:00:00,2018/6/8
2018/6/8 10:30,11191.05,11192.9,11188.3,11188.62,10:30:00,2018/6/8
2018/6/8 11:00,11178.22,11183.88,11176.55,11178.52,11:00:00,2018/6/8
2018/6/8 11:30,11163.34,11167.97,11159.14,11163.28,11:30:00,2018/6/8
2018/6/8 12:00,11161.49,11166,11160.54,11165.8,12:00:00,2018/6/8
2018/6/8 12:30,11162.45,11163.77,11156.33,11160.66,12:30:00,2018/6/8
2018/6/8 13:00,11145.15,11148.23,11143.17,11148.23,13:00:00,2018/6/8
2018/6/8 13:30,11156.42,11156.42,11156.42,11156.42,13:30:00,2018/6/8
2018/6/11 09:00,11168.99,11178.43,11168.99,11175.16,09:00:00,2018/6/11
2018/6/11 09:30,11158,11158,11152.27,11153.82,09:30:00,2018/6/11
2018/6/11 10:00,11133.86,11138.34,11132.43,11135.57,10:00:00,2018/6/11
2018/6/11 10:30,11130.9,11135.1,11127.37,11127.37,10:30:00,2018/6/11
2018/6/11 11:00,11146.28,11157.59,11143.85,11152.27,11:00:00,2018/6/11
2018/6/11 11:30,11144.54,11152.69,11142.88,11152.69,11:30:00,2018/6/11
2018/6/11 12:00,11149.07,11155.15,11145.97,11147.29,12:00:00,2018/6/11
2018/6/11 12:30,11148.7,11155.11,11146.65,11146.65,12:30:00,2018/6/11
2018/6/11 13:00,11154.43,11159.49,11154.22,11155.67,13:00:00,2018/6/11
2018/6/11 13:30,11149.23,11149.23,11149.23,11149.23,13:30:00,2018/6/11
2018/6/12 09:00,11140.02,11140.02,11126.56,11126.56,09:00:00,2018/6/12
2018/6/12 09:30,11155.29,11155.93,11151.58,11155.91,09:30:00,2018/6/12
2018/6/12 10:00,11140.5,11140.66,11135.16,11135.58,10:00:00,2018/6/12
2018/6/12 10:30,11102.12,11108.14,11099.16,11104.63,10:30:00,2018/6/12
2018/6/12 11:00,11095.86,11097.87,11092.6,11097.87,11:00:00,2018/6/12
2018/6/12 11:30,11126.39,11128.26,11122.03,11123.61,11:30:00,2018/6/12
2018/6/12 12:00,11122.08,11122.35,11113.94,11120.39,12:00:00,2018/6/12
2018/6/12 12:30,11128.98,11132.07,11123.89,11123.89,12:30:00,2018/6/12
2018/6/12 13:00,11140.35,11141.96,11135.37,11141.96,13:00:00,2018/6/12
2018/6/12 13:30,11144.79,11144.79,11144.79,11144.79,13:30:00,2018/6/12
2018/6/13 09:00,11153.2,11166.38,11151.26,11161.16,09:00:00,2018/6/13
2018/6/13 09:30,11151.37,11154.79,11149.78,11149.79,09:30:00,2018/6/13
2018/6/13 10:00,11142.93,11142.93,11134.44,11138.72,10:00:00,2018/6/13
2018/6/13 10:30,11144.27,11146.29,11141.85,11143.47,10:30:00,2018/6/13
2018/6/13 11:00,11164.65,11165.59,11159.7,11159.7,11:00:00,2018/6/13
2018/6/13 11:30,11160.56,11162.88,11156.12,11161.21,11:30:00,2018/6/13
2018/6/13 12:00,11175.95,11177.11,11171.02,11175.5,12:00:00,2018/6/13
2018/6/13 12:30,11169.39,11169.9,11161.62,11166.85,12:30:00,2018/6/13
2018/6/13 13:00,11171.56,11171.56,11163.48,11163.48,13:00:00,2018/6/13
2018/6/13 13:30,11173.21,11173.21,11173.21,11173.21,13:30:00,2018/6/13
2018/6/14 09:00,11143.04,11143.04,11113.06,11120.58,09:00:00,2018/6/14
2018/6/14 09:30,11113.66,11117.18,11109.03,11116.06,09:30:00,2018/6/14
2018/6/14 10:00,11120.01,11124.44,11114.99,11114.99,10:00:00,2018/6/14
2018/6/14 10:30,11094.64,11096.66,11087.85,11096.66,10:30:00,2018/6/14
2018/6/14 11:00,11062.13,11062.72,11058.16,11058.16,11:00:00,2018/6/14
2018/6/14 11:30,11077.73,11078.72,11072.36,11076.77,11:30:00,2018/6/14
2018/6/14 12:00,11065.57,11072.19,11061.79,11067.29,12:00:00,2018/6/14
2018/6/14 12:30,11072.55,11076.01,11069.36,11076.01,12:30:00,2018/6/14
2018/6/14 13:00,11065.06,11069.15,11061.41,11067.18,13:00:00,2018/6/14
2018/6/14 13:30,11013.98,11013.98,11013.98,11013.98,13:30:00,2018/6/14
2018/6/15 09:00,10998.2,11024.55,10998.2,11023.8,09:00:00,2018/6/15
2018/6/15 09:30,10986.88,10989.64,10985.23,10986.78,09:30:00,2018/6/15
2018/6/15 10:00,11010.73,11012.26,11004.8,11007.08,10:00:00,2018/6/15
2018/6/15 10:30,11012,11012.69,11006.02,11006.02,10:30:00,2018/6/15
2018/6/15 11:00,11013.5,11014.8,11010.03,11014.16,11:00:00,2018/6/15
2018/6/15 11:30,11013.59,11014.97,11009.51,11013.06,11:30:00,2018/6/15
2018/6/15 12:00,11000.43,11012.51,11000.43,11012.12,12:00:00,2018/6/15
2018/6/15 12:30,11032.9,11039.29,11032.2,11036.66,12:30:00,2018/6/15
2018/6/15 13:00,11030.4,11037.93,11030.4,11037.89,13:00:00,2018/6/15
2018/6/15 13:30,11087.47,11087.47,11087.47,11087.47,13:30:00,2018/6/15
2018/6/19 09:00,11008.77,11008.77,10955.47,10955.47,09:00:00,2018/6/19
2018/6/19 09:30,10964.62,10964.66,10956.56,10961.46,09:30:00,2018/6/19
2018/6/19 10:00,10934.56,10937.28,10927.62,10927.62,10:00:00,2018/6/19
2018/6/19 10:30,10918.43,10925.47,10915.24,10918.14,10:30:00,2018/6/19
2018/6/19 11:00,10936.27,10942.82,10933.27,10942.38,11:00:00,2018/6/19
2018/6/19 11:30,10939.07,10947.34,10939.07,10941.4,11:30:00,2018/6/19
2018/6/19 12:00,10940.7,10945.81,10937.8,10945.11,12:00:00,2018/6/19
2018/6/19 12:30,10942.64,10945.19,10933.3,10935.55,12:30:00,2018/6/19
2018/6/19 13:00,10940.96,10940.97,10929.69,10936.67,13:00:00,2018/6/19
2018/6/19 13:30,10904.19,10904.19,10904.19,10904.19,13:30:00,2018/6/19
2018/6/20 09:00,10904.8,10919.96,10904.8,10916.18,09:00:00,2018/6/20
2018/6/20 09:30,10842.63,10848.96,10842.56,10848.96,09:30:00,2018/6/20
2018/6/20 10:00,10883.22,10890.28,10883.22,10890.28,10:00:00,2018/6/20
2018/6/20 10:30,10899.19,10900.08,10897.51,10898.07,10:30:00,2018/6/20
2018/6/20 11:00,10861.86,10861.86,10852.78,10858.68,11:00:00,2018/6/20
2018/6/20 11:30,10887.17,10888.35,10882.71,10884.33,11:30:00,2018/6/20
2018/6/20 12:00,10910.58,10910.58,10905.07,10909.84,12:00:00,2018/6/20
2018/6/20 12:30,10935.08,10950.76,10934.43,10950.76,12:30:00,2018/6/20
2018/6/20 13:00,10921.24,10924.86,10918.81,10922.23,13:00:00,2018/6/20
2018/6/20 13:30,10927.44,10927.44,10927.44,10927.44,13:30:00,2018/6/20
2018/6/21 09:00,10949.85,10974.62,10949.85,10973.43,09:00:00,2018/6/21
2018/6/21 09:30,10976.87,10977.54,10966.7,10977.24,09:30:00,2018/6/21
2018/6/21 10:00,10963.96,10970.42,10961.53,10966.05,10:00:00,2018/6/21
2018/6/21 10:30,10979.75,10981.64,10979.42,10981.64,10:30:00,2018/6/21
2018/6/21 11:00,10982.1,10982.1,10972.88,10972.88,11:00:00,2018/6/21
2018/6/21 11:30,10966.78,10970,10963.41,10966.11,11:30:00,2018/6/21
2018/6/21 12:00,10967.64,10967.64,10957.64,10957.66,12:00:00,2018/6/21
2018/6/21 12:30,10952.02,10954.64,10950.32,10951.41,12:30:00,2018/6/21
2018/6/21 13:00,10964.57,10969.35,10962.68,10964.68,13:00:00,2018/6/21
2018/6/21 13:30,10941.07,10941.07,10941.07,10941.07,13:30:00,2018/6/21
2018/6/22 09:00,10901.25,10901.25,10886.87,10887.5,09:00:00,2018/6/22
2018/6/22 09:30,10850.87,10851.52,10842.66,10848.6,09:30:00,2018/6/22
2018/6/22 10:00,10869.97,10875.58,10867.96,10871.51,10:00:00,2018/6/22
2018/6/22 10:30,10877.89,10877.89,10869.17,10876.62,10:30:00,2018/6/22
2018/6/22 11:00,10887.48,10894.9,10885.63,10894.67,11:00:00,2018/6/22
2018/6/22 11:30,10908.78,10911.88,10908.78,10909.73,11:30:00,2018/6/22
2018/6/22 12:00,10894.37,10904.31,10894.37,10898.56,12:00:00,2018/6/22
2018/6/22 12:30,10892.6,10896.54,10892.6,10893.74,12:30:00,2018/6/22
2018/6/22 13:00,10893,10897.65,10892.53,10892.59,13:00:00,2018/6/22
2018/6/22 13:30,10899.28,10899.28,10899.28,10899.28,13:30:00,2018/6/22
2018/6/25 09:00,10834.07,10834.07,10819.32,10833.77,09:00:00,2018/6/25
2018/6/25 09:30,10841.43,10844.8,10841.43,10843.56,09:30:00,2018/6/25
2018/6/25 10:00,10832.33,10832.33,10825.84,10831.32,10:00:00,2018/6/25
2018/6/25 10:30,10813.84,10816.91,10812.97,10816.91,10:30:00,2018/6/25
2018/6/25 11:00,10811.68,10816.41,10808.83,10810.34,11:00:00,2018/6/25
2018/6/25 11:30,10813.79,10816.61,10810.78,10814.78,11:30:00,2018/6/25
2018/6/25 12:00,10821.41,10825.64,10821.01,10821.89,12:00:00,2018/6/25
2018/6/25 12:30,10822.9,10827.16,10821.51,10823.36,12:30:00,2018/6/25
2018/6/25 13:00,10809.95,10818.1,10809.38,10810.99,13:00:00,2018/6/25
2018/6/25 13:30,10786.46,10786.46,10786.46,10786.46,13:30:00,2018/6/25
2018/6/26 09:00,10730.9,10730.9,10702.77,10702.77,09:00:00,2018/6/26
2018/6/26 09:30,10733.86,10733.86,10727.43,10727.43,09:30:00,2018/6/26
2018/6/26 10:00,10698.22,10702.7,10695.4,10695.4,10:00:00,2018/6/26
